,bTOP,bJUG,bMID,bADC,bSUP,rTOP,rJUG,rMID,rADC,rSUP,win
0,Viktor,LeeSin,Galio,Jinx,Gragas,Sylas,Graves,Vex,Ezreal,Lulu,False
0,Gwen,Viego,Ryze,Aphelios,Thresh,Karma,Kindred,Zoe,Caitlyn,Lulu,False
0,Garen,Warwick,Draven,Samira,Poppy,Viktor,Kindred,Ryze,Jinx,Pyke,False
0,Graves,LeeSin,TwistedFate,Aphelios,Blitzcrank,Vayne,Talon,Syndra,Jinx,Thresh,True
0,Renekton,Zac,Vex,Jinx,Gragas,Gwen,Graves,Syndra,Aphelios,Thresh,False
0,Gragas,LeeSin,Leblanc,Caitlyn,Leona,Sylas,Khazix,Zoe,MissFortune,Bard,False
0,Gwen,Talon,Lucian,Jhin,Karma,Yone,LeeSin,Zoe,MissFortune,Rakan,True
0,Camille,LeeSin,Galio,Jhin,Leona,Yone,JarvanIV,Sylas,Jinx,Rakan,False
0,Sett,Qiyana,Vex,Ziggs,Nautilus,Irelia,Zac,TwistedFate,Caitlyn,Lux,True
0,Yone,LeeSin,Yasuo,Ziggs,Rakan,Jax,RekSai,Sylas,Jinx,Lulu,True
0,Poppy,Shaco,Ashe,Vayne,Thresh,Irelia,Talon,Leblanc,Aphelios,Lulu,True
0,Jax,Zed,Ryze,Aphelios,Thresh,Viktor,Graves,TwistedFate,Jhin,Blitzcrank,False
0,Chogath,Viego,Lissandra,Jinx,Thresh,Jayce,Graves,TwistedFate,Akshan,Leona,True
0,Renekton,Nidalee,Vex,Kaisa,Gragas,Yone,Qiyana,Orianna,Lucian,Leona,True
0,Jayce,Vi,AurelionSol,Lucian,Pyke,Cassiopeia,Talon,Viktor,Jhin,Yuumi,True
0,MonkeyKing,Nidalee,Zed,Xerath,Rakan,Jayce,XinZhao,Sylas,Jinx,Thresh,True
0,Zed,Nidalee,Jayce,Aphelios,Thresh,Jax,Graves,Leblanc,Xayah,Rakan,True
0,Fiora,LeeSin,Galio,Aphelios,Nami,Camille,Talon,Xerath,Jinx,Lulu,False
0,Jax,XinZhao,Ryze,Caitlyn,Morgana,Jayce,RekSai,Sylas,Jhin,Zac,False
0,Shyvana,Nocturne,TwistedFate,Jhin,Lux,Gwen,LeeSin,Ryze,Lucian,Nami,False
0,Jayce,JarvanIV,Leblanc,Twitch,Leona,Viktor,LeeSin,Lissandra,Caitlyn,Lux,True
0,Renekton,Nidalee,Galio,Jinx,Blitzcrank,Graves,Zac,Leblanc,Jhin,Rakan,True
0,Gragas,Graves,Zoe,Jhin,Lulu,Viktor,Viego,Syndra,Lucian,Nami,False
0,Jayce,Nidalee,Ryze,Ashe,Leona,Ornn,LeeSin,Galio,Jinx,Thresh,False
0,Graves,LeeSin,Leblanc,Jinx,Thresh,Viktor,Viego,Yasuo,Taliyah,Alistar,True
0,TahmKench,Viego,Galio,Jhin,Karma,Jayce,LeeSin,Sylas,Caitlyn,Lux,True
0,Yone,Zac,Leblanc,Caitlyn,Karma,Jayce,Talon,Lissandra,Jhin,Yuumi,False
0,Camille,XinZhao,Leblanc,Aphelios,Zac,Jax,LeeSin,TwistedFate,Jhin,Yuumi,True
0,Graves,LeeSin,Leblanc,Jhin,Karma,Camille,Taric,Sylas,Twitch,Rakan,True
0,Akshan,Viego,Akali,Aphelios,Thresh,Viktor,LeeSin,Yone,Lucian,Nami,False
0,Jayce,LeeSin,TwistedFate,Syndra,Zilean,Irelia,Ekko,Sylas,MissFortune,Maokai,False
0,Akshan,Ekko,Jayce,Aphelios,Leona,TahmKench,Graves,Ryze,Jhin,Thresh,True
0,Irelia,Ekko,Kassadin,Jhin,Rell,Tryndamere,Hecarim,Sylas,Samira,Leona,False
0,Ryze,Viego,Galio,Jinx,Thresh,Gangplank,Ekko,Yone,Jhin,Trundle,True
0,Kennen,Viego,Yone,Caitlyn,Karma,Viktor,LeeSin,Lux,Jhin,Pyke,False
0,Viktor,LeeSin,Yone,Jhin,Nautilus,Graves,Talon,Ryze,Jinx,Thresh,True
0,Gwen,LeeSin,Vex,Jhin,Rakan,Akali,Rengar,Ryze,Jinx,Thresh,True
0,Jax,Talon,Sylas,Caitlyn,Karma,Camille,Nocturne,Vex,Jhin,Rakan,False
0,Graves,XinZhao,Galio,Caitlyn,Karma,Riven,LeeSin,Vex,Jhin,DrMundo,True
0,Riven,Nidalee,Jayce,Jinx,Lulu,Gragas,LeeSin,Yasuo,Jhin,Rakan,False
0,Ornn,Ekko,Yone,Jinx,Rakan,Renekton,Graves,Zoe,Kaisa,Gragas,True
0,Ryze,LeeSin,Vex,Kaisa,Rakan,Sion,Graves,Viktor,Aphelios,Thresh,True
0,Aatrox,Taliyah,Quinn,Ziggs,Pyke,Nasus,Talon,Vex,Jinx,Lulu,True
0,Riven,Viego,Syndra,Jinx,Lulu,Sett,Talon,Vex,Jhin,Maokai,False
0,Graves,Talon,Corki,Vayne,Nami,Rumble,Gragas,Yasuo,Lucian,Trundle,True
0,Aatrox,LeeSin,Viktor,Jinx,Rakan,Gragas,XinZhao,Zoe,Ezreal,Yuumi,False
0,Graves,LeeSin,Vex,Jhin,Karma,Camille,Viego,Leblanc,Jinx,Rakan,True
0,Riven,Hecarim,Vex,Lucian,Yuumi,Gragas,Viego,Leblanc,Aphelios,Blitzcrank,True
0,Akali,Hecarim,Viktor,Ezreal,Yuumi,Camille,Graves,Sylas,Aphelios,Lulu,True
0,Yone,Poppy,0,Xayah,Karma,Gragas,LeeSin,TwistedFate,Jhin,Nautilus,False
0,Graves,Talon,Ryze,Jinx,Lulu,DrMundo,Rengar,TwistedFate,Aphelios,Thresh,True
0,Galio,Talon,Leblanc,Samira,Lulu,Gragas,Zed,Vex,Yasuo,Alistar,True
0,Gragas,Zed,Viktor,Yasuo,Rakan,Gnar,Talon,Vex,Jhin,Karma,True
0,Gnar,LeeSin,Vex,Yasuo,Alistar,Gragas,Talon,Yone,Ezreal,Galio,True
0,Camille,Talon,TwistedFate,Jhin,Yuumi,Fiora,LeeSin,Akali,Caitlyn,Trundle,True
0,Jayce,JarvanIV,Leblanc,Caitlyn,DrMundo,Graves,Nidalee,Viktor,Jhin,Karma,False
0,Graves,Zed,Leblanc,Aphelios,Rakan,Yasuo,LeeSin,Galio,Jhin,DrMundo,True
0,Viktor,Hecarim,LeeSin,Jinx,Leona,Gragas,Talon,Leblanc,Jhin,Rakan,False
0,Jayce,Talon,Viktor,Caitlyn,Blitzcrank,Yone,Graves,Lux,Jinx,Thresh,True
0,Jax,Ekko,Yone,MissFortune,Karma,Viktor,Taliyah,Akshan,Jinx,Thresh,True
0,Yone,Talon,Akali,Jinx,Thresh,Jayce,LeeSin,Sylas,Caitlyn,Pyke,False
0,Jayce,LeeSin,Sylas,Xayah,Bard,Renekton,Zed,TwistedFate,Ezreal,Karma,False
0,Graves,XinZhao,Akali,Lucian,Nami,Yone,LeeSin,Viktor,Jinx,Trundle,False
0,Kennen,Graves,Leblanc,Caitlyn,Karma,Riven,LeeSin,Viktor,Ezreal,Lux,False
0,Viktor,Talon,Yone,Kalista,Rakan,Fiora,Evelynn,Sylas,Lucian,Yuumi,False
0,Gwen,Talon,Katarina,Caitlyn,Lux,Poppy,Gragas,Yone,Jinx,Rakan,True
0,Renekton,LeeSin,Katarina,Jinx,Leona,Quinn,Nidalee,Qiyana,Draven,Braum,True
0,Jayce,Talon,TwistedFate,Jinx,Yuumi,Yone,LeeSin,Viktor,Xayah,Rakan,False
0,MonkeyKing,LeeSin,Viktor,Caitlyn,Karma,Jayce,RekSai,Zoe,Jhin,Leona,True
0,Camille,XinZhao,Leblanc,Jhin,Thresh,Akali,Nidalee,Akshan,Samira,Rell,False
0,Jayce,Taliyah,Akshan,Ezreal,Karma,Graves,Talon,TwistedFate,Caitlyn,Bard,True
0,Irelia,Nidalee,Jayce,KogMaw,Lulu,Kennen,LeeSin,Viktor,Caitlyn,Karma,True
0,Yasuo,LeeSin,TwistedFate,Jinx,Lulu,Tryndamere,Ekko,AurelionSol,Vayne,Rakan,True
0,Renekton,Viego,Sylas,Jhin,Leona,Gwen,Qiyana,Leblanc,Jinx,Thresh,False
0,Akshan,Poppy,Vex,Jhin,Gragas,Yone,Kindred,Viktor,Kaisa,Taric,True
0,Camille,Talon,Zoe,Caitlyn,DrMundo,Jax,Graves,Yone,Kaisa,Blitzcrank,True
0,Yone,LeeSin,Leblanc,Xayah,Galio,Irelia,Hecarim,Viktor,MissFortune,Rakan,False
0,Irelia,LeeSin,Sylas,Jinx,Blitzcrank,Graves,XinZhao,Vex,Ezreal,Braum,False
0,Jayce,JarvanIV,Leblanc,Caitlyn,DrMundo,Graves,Nidalee,Viktor,Jhin,Karma,False
0,Tryndamere,Talon,Leblanc,Jhin,Rakan,Graves,Hecarim,Lissandra,Seraphine,Pyke,True
0,Viktor,Hecarim,LeeSin,Jinx,Leona,Gragas,Talon,Leblanc,Jhin,Rakan,False
0,Riven,Talon,Sylas,Xerath,Galio,Akali,Poppy,Yone,Jhin,Lux,True
0,Riven,Talon,Yone,Lucian,Yuumi,Camille,Hecarim,Katarina,Ziggs,Thresh,True
0,Fiora,Nocturne,Ryze,Lucian,Lulu,Camille,Taliyah,Sylas,Ashe,Leona,True
0,Gwen,LeeSin,Galio,Jhin,Zac,Akshan,Viego,Corki,Ezreal,Rakan,False
0,Galio,Shaco,Vex,Lucian,Nami,Gragas,Viego,Yone,Jinx,Leona,True
0,Graves,XinZhao,Ryze,Caitlyn,Lux,Akali,LeeSin,Syndra,Jinx,Lulu,False
0,Graves,Qiyana,Sylas,Syndra,Pyke,Camille,Kindred,Ryze,Ziggs,Rakan,False
0,Akshan,XinZhao,Syndra,Ziggs,Karma,Akali,LeeSin,Ekko,Aphelios,Thresh,False
0,Graves,Taliyah,Akshan,Ezreal,Bard,Jax,LeeSin,Syndra,Aphelios,Lulu,False
0,Camille,Olaf,Ryze,Jhin,Rakan,Gwen,XinZhao,Yone,MissFortune,Bard,False
0,Irelia,Hecarim,Galio,Caitlyn,Lux,Akshan,XinZhao,Vex,Samira,Rakan,False
0,Jayce,Nidalee,Akshan,Aphelios,Braum,Camille,Zed,Vex,Ezreal,Trundle,True
0,Gwen,Viego,Lissandra,Aphelios,Thresh,Tryndamere,Trundle,Leblanc,Lucian,Nami,True
0,Graves,Ekko,Irelia,Jinx,Alistar,Gwen,Taliyah,Qiyana,Aphelios,Leona,False
0,Renekton,LeeSin,Syndra,Aphelios,Thresh,Graves,Diana,Zed,Jinx,Zilean,True
0,Shyvana,XinZhao,Sylas,Xayah,Galio,Kennen,Graves,Ryze,Jinx,Lulu,True
0,Gwen,Diana,Akshan,Ezreal,Sett,Renekton,Nidalee,Qiyana,Jinx,Braum,False
0,Kennen,XinZhao,Syndra,Kaisa,Pyke,Renekton,Taliyah,Akshan,Xayah,Rakan,False
0,Renekton,Ekko,Soraka,Caitlyn,Akshan,Jax,Taliyah,Yasuo,Xayah,Galio,False
0,Sion,Diana,Akshan,Jinx,Lulu,Jax,Viego,Yone,Lucian,Rakan,False
0,Quinn,Ekko,Jayce,Ziggs,Rakan,Gragas,Taliyah,Akshan,Kaisa,Pyke,False
0,Jayce,Talon,Sylas,Jinx,Rakan,Akshan,LeeSin,TwistedFate,Ziggs,Alistar,False
0,Sett,Taliyah,Akshan,Draven,Rakan,Kennen,Ekko,Yone,Kalista,Trundle,True
0,Jax,XinZhao,Sylas,Ziggs,Thresh,LeeSin,Vi,Syndra,Jhin,Xerath,True
0,Lulu,Kindred,Lissandra,Jinx,Galio,Rumble,Graves,Leblanc,Jhin,Karma,True
0,DrMundo,Kindred,TwistedFate,Jhin,Blitzcrank,Lillia,Graves,Sylas,Caitlyn,Nautilus,True
0,Ornn,Diana,Yasuo,Jhin,Rakan,Sylas,Ekko,Akshan,Lucian,Nami,True
0,Irelia,Nidalee,Akali,Caitlyn,Lux,Jayce,Ekko,Galio,Jinx,Thresh,False
0,Vi,Qiyana,TwistedFate,Aphelios,Thresh,Yone,Viego,Syndra,Viktor,Morgana,False
0,Yone,Taliyah,TwistedFate,Tristana,Rell,Jax,Ekko,Tryndamere,Jhin,Trundle,False
0,Yone,Poppy,TwistedFate,Jinx,Thresh,Jayce,Talon,Corki,Yasuo,Alistar,True
0,Jayce,LeeSin,Veigar,Ezreal,Rakan,Gragas,Talon,Qiyana,Caitlyn,Lux,True
0,Irelia,Taliyah,Renekton,Ziggs,Blitzcrank,Camille,Qiyana,Sylas,Jinx,Leona,True
0,Graves,XinZhao,Galio,Caitlyn,Karma,Riven,LeeSin,Vex,Jhin,DrMundo,True
0,DrMundo,Qiyana,Yone,Jinx,Thresh,Sett,Ekko,Garen,Ashe,Lulu,False
0,Camille,LeeSin,Leblanc,Jinx,Thresh,Quinn,Volibear,Ekko,Ziggs,Aatrox,False
0,Irelia,Kindred,Galio,Jhin,Rakan,Quinn,Graves,Yone,Ziggs,Maokai,True
0,Viktor,Graves,TwistedFate,Aphelios,Thresh,Kennen,Skarner,Irelia,Jinx,Nautilus,True
0,Gragas,LeeSin,Galio,Tristana,Rell,Viktor,Talon,Nunu,Draven,Rakan,False
0,Rengar,Nidalee,Graves,Aphelios,Rakan,Sett,LeeSin,TwistedFate,Ezreal,Galio,False
0,Renekton,XinZhao,TwistedFate,Aphelios,Nautilus,Gnar,LeeSin,Kassadin,Jinx,Thresh,False
0,Jayce,Qiyana,TwistedFate,Jhin,Rakan,Akshan,Nidalee,Vladimir,Lucian,Morgana,True
0,Rumble,XinZhao,Syndra,Jhin,Nautilus,Jayce,Nidalee,Vex,Caitlyn,Leona,False
0,Akshan,Graves,Kassadin,Kaisa,Leona,Viktor,Zed,Yone,Xayah,Blitzcrank,True
0,Irelia,XinZhao,Galio,Jinx,Thresh,Viktor,Graves,TwistedFate,Varus,Trundle,False
0,Jayce,Olaf,Galio,Kalista,Trundle,Vayne,Talon,Ryze,Xayah,Rakan,True
0,Jax,Rumble,Akali,Jinx,Rakan,Yone,Viego,Galio,Caitlyn,Karma,False
0,Camille,LeeSin,Orianna,Lucian,Galio,Fiora,Graves,Viktor,Xayah,Pyke,False
0,Viktor,XinZhao,Vex,Xayah,Leona,Kennen,Talon,Galio,Jinx,Braum,False
0,Kennen,Talon,Galio,MissFortune,Leona,Ryze,Qiyana,Vex,Twitch,Taric,True
0,JarvanIV,Nidalee,Irelia,Jhin,Nautilus,Jax,Talon,TwistedFate,Lucian,Pyke,False
0,Fiora,Skarner,Irelia,Jinx,Thresh,Jax,Graves,Galio,Lucian,Nami,True
0,MonkeyKing,Hecarim,Zed,Kaisa,Pyke,Jayce,Nidalee,Galio,Jhin,Rakan,False
0,Lulu,LeeSin,Vex,Kaisa,Leona,DrMundo,Zed,Akali,Caitlyn,Morgana,True
0,Gwen,Graves,TwistedFate,Jhin,Nautilus,Jax,Talon,Galio,Jinx,Braum,True
0,Akali,Talon,Syndra,Jhin,Thresh,Camille,Viego,Ryze,Xayah,Blitzcrank,False
0,Irelia,Ekko,Yone,Draven,Blitzcrank,Jayce,XinZhao,TwistedFate,Jhin,Leona,False
0,Yone,Graves,Vex,Aphelios,Blitzcrank,Jax,LeeSin,Syndra,Jinx,Rakan,False
0,Kennen,Hecarim,Nocturne,Ashe,Blitzcrank,Jayce,Talon,Orianna,Jinx,Lulu,True
0,Jayce,Talon,Vex,Jhin,Blitzcrank,Yone,LeeSin,Leblanc,Jinx,Thresh,True
0,Camille,Graves,TwistedFate,Draven,Blitzcrank,Jax,XinZhao,Sylas,Lucian,Nami,False
0,Viktor,Shaco,Galio,Jhin,Leona,Gragas,LeeSin,Leblanc,Ezreal,Braum,False
0,Irelia,Viego,Tryndamere,Ziggs,Rakan,Kennen,LeeSin,Sylas,Jhin,Camille,True
0,Gnar,Graves,Leblanc,Caitlyn,Morgana,DrMundo,Ekko,Yasuo,Jinx,Rakan,True
0,Gwen,Olaf,Fizz,Jinx,Rakan,Camille,Viego,TwistedFate,Jhin,Vex,True
0,Gwen,XinZhao,TwistedFate,Jinx,Thresh,DrMundo,Olaf,Viktor,Aphelios,Braum,True
0,Tryndamere,Qiyana,Zed,Jinx,Thresh,Fiora,Hecarim,Galio,Lucian,Zyra,True
0,Camille,Trundle,Kassadin,Caitlyn,Morgana,Renekton,Rumble,Akshan,Jinx,Rakan,False
0,Gragas,LeeSin,Vex,Lucian,Nami,Jax,Trundle,TwistedFate,Jinx,Lulu,True
0,Yone,Talon,Leblanc,Ezreal,Karma,Malphite,Zed,Lissandra,Xayah,Nautilus,True
0,Tryndamere,Nidalee,Leblanc,Caitlyn,Karma,Fiora,Graves,Syndra,Jinx,Lulu,True
0,Kennen,LeeSin,Orianna,Ezreal,Karma,Yone,Talon,Galio,Kalista,Amumu,True
0,Quinn,Zac,Aatrox,Jhin,Leona,Malphite,Talon,Galio,Vayne,Braum,False
0,Yone,Talon,Galio,Caitlyn,Lulu,Jax,Nidalee,Qiyana,Jhin,Rakan,True
0,Yone,Poppy,Galio,Caitlyn,Thresh,Draven,Talon,Orianna,MissFortune,Pyke,False
0,Jax,Talon,TwistedFate,Jinx,Karma,Yone,Diana,Graves,Caitlyn,Lulu,True
0,Jax,Qiyana,Leblanc,Caitlyn,Nautilus,Yone,XinZhao,TwistedFate,Jhin,Karma,False
0,Graves,Ekko,Sylas,Aphelios,Rakan,Gangplank,LeeSin,Lissandra,Jinx,Leona,True
0,Kennen,Graves,Leblanc,Caitlyn,Karma,Riven,LeeSin,Viktor,Ezreal,Lux,False
0,Viktor,Talon,Yone,Kalista,Rakan,Fiora,Evelynn,Sylas,Lucian,Yuumi,False
0,Irelia,Kindred,Yone,Ziggs,Rakan,Jayce,Viego,Viktor,Caitlyn,Lulu,False
0,Renekton,Kindred,Akali,Xerath,Rakan,Yone,Talon,Syndra,Ziggs,Trundle,True
0,Gangplank,Graves,Ryze,Xayah,Alistar,Jayce,Kindred,Sylas,Jinx,Karma,False
0,Gragas,Kindred,Viktor,Jinx,Karma,Jax,Graves,Lissandra,Draven,Thresh,True
0,Akali,Hecarim,Zoe,Jhin,Rakan,Camille,LeeSin,Katarina,Caitlyn,Lux,False
0,Gragas,XinZhao,Yone,Ezreal,Karma,Kennen,Viego,Galio,Jhin,Rakan,False
0,Fiora,Talon,TwistedFate,Yasuo,Gragas,Camille,LeeSin,Galio,Jinx,Lulu,True
0,Gwen,LeeSin,Leblanc,Jhin,Rakan,Jax,Talon,Syndra,Lucian,Yuumi,False
0,Jayce,Viego,Orianna,Jinx,Karma,Kennen,LeeSin,Ryze,KogMaw,Lulu,False
0,Renekton,LeeSin,Zoe,Jinx,Lulu,Akshan,Karthus,Yone,Jhin,Rakan,False
0,Jax,Kindred,Ryze,Jhin,Rakan,Camille,Gragas,Irelia,Varus,Nautilus,True
0,Kennen,Hecarim,Lucian,Jhin,Rakan,Renekton,Nidalee,Zoe,Aphelios,Thresh,False
0,Gwen,Zac,Yone,Jinx,Rell,Akali,Kindred,Vex,Jhin,Gragas,False
0,Jayce,LeeSin,Akali,Jinx,Lulu,Akshan,Karthus,Yone,Kindred,Braum,False
0,Graves,XinZhao,Galio,Caitlyn,Karma,Riven,LeeSin,Vex,Jhin,DrMundo,True
0,Akshan,Nidalee,Sylas,Caitlyn,Leona,Kennen,Viego,Vex,Aphelios,Galio,True
0,Riven,Nidalee,Jayce,Jinx,Lulu,Gragas,LeeSin,Yasuo,Jhin,Rakan,False
0,Quinn,XinZhao,Ekko,Xerath,Rakan,Jayce,LeeSin,Viktor,Jhin,Karma,False
0,Fiora,Graves,Viktor,Xerath,Rakan,Camille,JarvanIV,Katarina,Jhin,Lulu,False
0,Fiora,Tryndamere,Sylas,Jhin,Karma,Gragas,Graves,Zoe,Xayah,Rakan,False
0,Camille,Kindred,Vex,Xayah,Soraka,Irelia,Graves,Veigar,Caitlyn,Bard,True
0,Camille,Udyr,Jayce,Ziggs,Leona,Jax,Zed,Sylas,Jhin,Rakan,False
0,MonkeyKing,Graves,Ryze,Jhin,Nautilus,Jayce,Ekko,Akshan,Ezreal,Karma,True
0,Jayce,Olaf,Viktor,Xayah,Rakan,Tryndamere,Poppy,Cassiopeia,Jinx,Karma,False
0,Fiora,Skarner,Irelia,Jinx,Thresh,Jax,Graves,Galio,Lucian,Nami,True
0,Yone,Viego,Syndra,Ezreal,Karma,Irelia,Nocturne,Ryze,Lucian,Nami,True
0,Fiora,Graves,Viktor,Twitch,Rakan,Kennen,Nidalee,Yone,Jhin,Karma,True
0,Gragas,Graves,Syndra,Jhin,Karma,Yone,Kindred,Ryze,Caitlyn,Pyke,False
0,Vladimir,RekSai,Irelia,Xayah,Pantheon,Gwen,Viego,Syndra,Lucian,Nami,False
0,Kennen,Talon,Vladimir,Caitlyn,Lux,Irelia,Graves,Zoe,Jhin,Karma,False
0,Gragas,Graves,Qiyana,Ziggs,Zac,Kennen,Zed,Malphite,Caitlyn,Lux,False
0,Rumble,XinZhao,Jayce,Ziggs,Rakan,Viktor,LeeSin,Sylas,Jinx,Lulu,True
0,Yasuo,Nidalee,Sett,Jinx,Karma,Jax,XinZhao,Galio,Aphelios,Lulu,False
0,Jax,RekSai,TwistedFate,Jinx,Lulu,Camille,Talon,Lux,Twitch,Yuumi,True
0,Irelia,LeeSin,Ryze,Aphelios,Brand,Kennen,Graves,TwistedFate,Jinx,Lulu,False
0,Camille,Lillia,Yone,Jinx,Thresh,Fiora,Graves,Kassadin,Xayah,Rakan,True
0,Renekton,Taliyah,Zed,Kaisa,Rakan,Camille,Graves,Syndra,Ezreal,Rell,False
0,Poppy,Talon,Sylas,Aphelios,Thresh,Camille,Sejuani,TwistedFate,Caitlyn,Lux,True
0,Jayce,XinZhao,Vex,Aphelios,Braum,Gragas,Graves,Ornn,Caitlyn,Thresh,False
0,Yone,Graves,TwistedFate,Yasuo,Maokai,Camille,Talon,Leblanc,Jhin,Rakan,True
0,Graves,Viego,Zoe,Lucian,Nami,Jayce,Kayn,Leblanc,Jinx,Lulu,False
0,Gwen,Viego,Katarina,Jinx,Thresh,Skarner,Graves,Vi,Rammus,Bard,True
0,Tryndamere,Kindred,Ryze,Samira,Leona,Jax,Nidalee,Orianna,Draven,Nautilus,False
0,Maokai,Kindred,Ryze,Jinx,Karma,Tryndamere,Nidalee,Zoe,Caitlyn,Lux,False
0,Jayce,Talon,Viktor,Aphelios,Trundle,Yone,Kindred,Ryze,Jhin,Karma,False
0,Gwen,Viego,Ryze,Aphelios,Thresh,Karma,Kindred,Zoe,Caitlyn,Lulu,False
0,Gragas,Graves,Leblanc,Aphelios,Thresh,Aatrox,Viego,Syndra,Tristana,Rakan,False
0,Kennen,Volibear,Yone,Jhin,Karma,JarvanIV,Taliyah,Renekton,Xayah,Leona,False
0,Graves,Talon,TwistedFate,Jhin,Rakan,Renekton,Taliyah,Ryze,Xayah,Leona,False
0,Kindred,Karthus,Katarina,Samira,Leona,DrMundo,Volibear,Vex,Jhin,Lulu,True
0,Kindred,Elise,Vex,Lucian,Yuumi,Jayce,Volibear,Leblanc,Draven,Nautilus,False
0,Tryndamere,Rumble,Sett,Jhin,Rakan,Graves,Volibear,Katarina,Aphelios,Galio,True
0,Graves,Qiyana,TwistedFate,Lucian,Nami,Azir,Viego,Galio,Jhin,Yuumi,False
0,Graves,Qiyana,TwistedFate,Lucian,Nami,Azir,Viego,Galio,Jhin,Yuumi,False
0,Renekton,Hecarim,Galio,Jhin,Yuumi,Jayce,Nidalee,TwistedFate,Draven,Lux,True
0,Gwen,Graves,Ryze,Jhin,Bard,Camille,Viego,Sylas,Aphelios,Zilean,True
0,Azir,Shaco,Tryndamere,Jhin,Galio,Aatrox,LeeSin,Sylas,Aphelios,Rakan,True
0,Graves,XinZhao,Zoe,Tristana,Lulu,Renekton,LeeSin,TwistedFate,Jinx,Karma,False
0,MonkeyKing,Nidalee,Zoe,Jinx,Braum,Jayce,Graves,Leblanc,Jhin,Galio,True
0,Gragas,LeeSin,Lissandra,Jhin,Galio,Irelia,Ekko,Yone,Ziggs,Rakan,False
0,Warwick,XinZhao,Orianna,Kaisa,Galio,Ornn,Viego,Zoe,Lucian,Janna,True
0,Pantheon,Viego,Vex,Kalista,Rakan,Azir,XinZhao,Zoe,Aphelios,Yuumi,False
0,Renekton,XinZhao,Vex,Kaisa,Rakan,Gnar,LeeSin,Zoe,Ziggs,Leona,True
0,Tryndamere,Hecarim,Zoe,MissFortune,Maokai,Renekton,LeeSin,TwistedFate,Jhin,Galio,False
0,Irelia,Diana,Yone,Lucian,Galio,Azir,LeeSin,Viego,Ezreal,Lux,True
0,Renekton,Nidalee,Qiyana,Jhin,Galio,Sett,Vi,Zoe,Yasuo,Nautilus,True
0,Tryndamere,Nidalee,Yone,Xayah,Galio,Renekton,Graves,Karma,Ziggs,Leona,True
0,Graves,LeeSin,Katarina,MissFortune,Maokai,Jayce,XinZhao,Galio,Jhin,Leona,True
0,Sylas,Graves,Katarina,Tristana,Maokai,Tryndamere,Ekko,Garen,Ziggs,Pyke,True
0,DrMundo,Gwen,TwistedFate,Xayah,Leona,Gangplank,Diana,Yasuo,Ziggs,Alistar,False
0,Kennen,LeeSin,Qiyana,Jhin,Leona,Irelia,Nidalee,Akshan,Kalista,Rell,True
0,Camille,Karthus,Yone,Lucian,Yuumi,Graves,Talon,Vex,Caitlyn,Lux,False
0,Kennen,Talon,Zoe,Ziggs,Pyke,Camille,Zac,Katarina,Vayne,Shen,False
0,Fiora,XinZhao,TwistedFate,Aphelios,Leona,LeeSin,Gwen,Yone,Xayah,Rakan,True
0,LeeSin,Ekko,Akshan,Ziggs,Pyke,Camille,Talon,TwistedFate,Aphelios,Rakan,False
0,Irelia,Qiyana,Kassadin,Caitlyn,Karma,Kennen,LeeSin,Akshan,Jhin,Maokai,False
0,Graves,Hecarim,Zoe,Jhin,Karma,Yasuo,Olaf,Sylas,Xayah,Rakan,True
0,Jayce,Graves,Vex,Jhin,Nautilus,Vi,Ekko,Qiyana,Ezreal,Karma,False
0,Renekton,RekSai,Lucian,Syndra,Karma,Gangplank,Nidalee,Sylas,Jhin,Rakan,True
0,Camille,RekSai,TwistedFate,Ziggs,Trundle,Renekton,LeeSin,Sylas,Aphelios,Karma,False
0,Renekton,Rengar,Sylas,Lucian,Yuumi,Volibear,RekSai,TwistedFate,Ezreal,Karma,False
0,Aatrox,Rumble,Sion,Yasuo,Rakan,Renekton,Kayn,AurelionSol,Vayne,Karma,False
0,Sejuani,Graves,Leblanc,Twitch,Nautilus,Fiora,Volibear,Lissandra,Lucian,Karma,True
0,Sejuani,Gragas,Yasuo,Ziggs,Pyke,Renekton,LeeSin,TwistedFate,Aphelios,Thresh,False
0,Tristana,XinZhao,Galio,Jinx,Blitzcrank,TahmKench,Graves,Akali,Jhin,Karma,False
0,Aatrox,Graves,Katarina,Aphelios,Karma,Jayce,Kindred,Sylas,Lucian,Yuumi,True
0,Renekton,Talon,Akali,Lucian,Yuumi,Shyvana,LeeSin,TwistedFate,Samira,Rell,False
0,Gnar,Graves,Akali,Xayah,Karma,Sejuani,Talon,TwistedFate,Ziggs,Rakan,True
0,Jax,Graves,Syndra,Jhin,Seraphine,Gangplank,Karthus,LeeSin,Xayah,Karma,True
0,Jayce,Evelynn,Yone,Xayah,Yuumi,Lucian,Rengar,Katarina,Twitch,JarvanIV,True
0,Jayce,Gragas,Yone,Samira,Darius,Camille,LeeSin,Galio,Aphelios,Leona,False
0,Irelia,Graves,Galio,Ezreal,Karma,Renekton,Taliyah,Qiyana,Jhin,Leona,False
0,Irelia,Kindred,TwistedFate,Xayah,Karma,TahmKench,Graves,Fizz,Jhin,Soraka,False
0,Camille,LeeSin,Syndra,Kalista,Alistar,Teemo,Viego,Ryze,Lucian,Karma,False
